1528759240.896654,7154948,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759240.900683,7154951,18FEDD00,8,FF,00,00,FF,FF,FF,FF,FF
1528759240.905682,7154957,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759240.906647,7154958,18FEF000,8,FF,FF,FF,FF,FF,FF,FF,FF
1528759240.910644,7154961,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759240.915684,7154966,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759240.916683,7154968,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759240.925781,7154977,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759240.926782,7154977,18FEEE00,8,FE,FF,FF,FE,FF,FF,FF,FF
1528759240.930824,7154981,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759240.930824,7154982,18FEF100,8,FF,00,00,FC,33,00,1F,CF
1528759240.936904,7154988,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759240.937863,7154989,18EBFF00,8,04,20,4E,3C,3C,64,7D,AD
1528759240.940935,7154991,18F00F00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759240.945908,7154997,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759240.946875,7154998,0CF00A00,8,00,00,00,00,FF,FF,FF,FF
1528759240.946875,7154998,18FEE400,8,FF,3F,FD,FF,00,7F,FF,FF
1528759240.950928,7155001,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759240.950928,7155002,18FEF200,8,00,00,00,00,0E,06,FF,FF
1528759240.956859,7155008,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759240.965858,7155017,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759240.966861,7155017,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759240.966861,7155018,18FEE000,8,97,44,31,00,80,44,31,00
1528759240.970857,7155022,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759240.970857,7155022,18FEBD00,8,00,F0,FF,FF,FF,FF,FF,FF
1528759240.975991,7155027,18F00100,8,FF,FF,FF,FF,FF,FF,FF,FF
1528759240.976968,7155028,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759240.986077,7155037,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759240.991025,7155042,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759240.991025,7155042,18E0FF00,8,00,FF,FF,FF,FF,F3,FF,FF
1528759240.992037,7155043,18F00F00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759240.994026,7155044,18EBFF00,8,05,40,1F,A5,01,FF,FF,FF
1528759240.996042,7155047,0CF00A00,8,00,00,00,00,FF,FF,FF,FF
1528759240.996042,7155047,18F0000F,8,F0,7D,7D,FF,0F,FF,FF,FF
1528759240.997039,7155048,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.011076,7155062,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.011076,7155062,18FEF000,8,FF,FF,FF,FF,FF,FF,FF,FF
1528759241.016027,7155067,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.021075,7155072,18FEF500,8,FE,FF,FF,FF,FE,FF,FF,FF
1528759241.021075,7155072,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.022026,7155073,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.031032,7155082,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.036032,7155087,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.036032,7155087,18FEF100,8,FF,00,00,FC,33,00,1F,CF
1528759241.042071,7155093,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.046027,7155097,18FEA400,8,FF,FF,C7,25,FF,FF,FF,FF
1528759241.046027,7155097,18F00F00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.051075,7155102,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.051075,7155102,0CF00A00,8,00,00,00,00,FF,FF,FF,FF
1528759241.056043,7155107,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.056043,7155107,18FEF200,8,00,00,00,00,0E,06,FF,FF
1528759241.062074,7155113,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.071069,7155122,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.072029,7155123,18F00E00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.072029,7155123,18FEE000,8,97,44,31,00,80,44,31,00
1528759241.076024,7155127,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.081043,7155132,18F00100,8,FF,FF,FF,FF,FF,FF,FF,FF
1528759241.082060,7155133,0CF00400,8,0E,7D,81,00,00,00,0F,7D
1528759241.086026,7155137,18FE9A00,8,40,25,FF,FF,FF,FF,FF,FF
1528759241.091069,7155142,18FEDF00,8,81,A0,28,7D,FB,FF,FF,F0
1528759241.096024,7155147,0CF00300,8,DA,FE,08,FF,FF,1F,6A,7E
1528759241.096024,7155147,18F00F00,8,FF,FE,FF,FF,C0,9F,FF,FF
1528759241.101028,7155152,0CF00A00,8,00,00,00,00,FF,FF,FF,FF
1528759241.101028,7155152,18F0000F,8,F0,7D,7D,FF,0F,FF,FF,FF
1528759241.102027,7155153,0CF00400,8,0E,7D,81,00,00,00,0F,7D
